ID;Superkingdom;Kingdom;Subkingdom;Infrakingdom;Superphylum;Phylum;Subphylum;Infraphylum;Parvphylum;Superclass;Class;Subclass;Infraclass;Superorder;Order;Family;BHL;BOLD;EOL;GBIF;NCBI;GGBN;BHL_Percentile;BOLD_Percentile;EOL_Percentile;GBIF_Percentile;NCBI_Percentile;GGBN_Percentile;GGI score;Reference
Proteromonadida-Proteromonadidae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Bigyra;Opalozoa;Placidozoa;;Opalinata;Opalinea;;;;Proteromonadida;Proteromonadidae;0;0;0;0;10;0;0;0;0;0;42;0;7;Cavalier-Smith & Scoble, 2012
Uniciliatida-Incisomonadidae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Bigyra;Opalozoa;Placidozoa;;Wobblata;Nanomonadea;;;;Uniciliatida;Incisomonadidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Cavalier-Smith & Scoble, 2012
Uniciliatida-Solenicolidae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Bigyra;Opalozoa;Placidozoa;;Wobblata;Nanomonadea;;;;Uniciliatida;Solenicolidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Cavalier-Smith & Scoble, 2012
Placidiida-Placidiidae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Bigyra;Opalozoa;Placidozoa;;Wobblata;Placididea;;;;Placidiida;Placidiidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Cavalier-Smith & Scoble, 2012
Labyrinthulida-Aplanochytriidae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Bigyra;Sagenista;;;;Labyrinthulea;;;;Labyrinthulida;Aplanochytriidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Anderson & Cavalier-Smith, 2013
Labyrinthulida-Labyrinthulidae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Bigyra;Sagenista;;;;Labyrinthulea;;;;Labyrinthulida;Labyrinthulidae;0;0;0;0;101;0;0;0;0;0;67;0;12;Anderson & Cavalier-Smith, 2013
Thraustochytriida-Althorniidae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Bigyra;Sagenista;;;;Labyrinthulea;;;;Thraustochytriida;Althorniidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Anderson & Cavalier-Smith, 2013
Thraustochytriida-Amphifilidae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Bigyra;Sagenista;;;;Labyrinthulea;;;;Thraustochytriida;Amphifilidae;0;0;0;0;1;0;0;0;0;0;27;0;5;Anderson & Cavalier-Smith, 2013
Thraustochytriida-Diplophryidae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Bigyra;Sagenista;;;;Labyrinthulea;;;;Thraustochytriida;Diplophryidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Anderson & Cavalier-Smith, 2013
Thraustochytriida-Oblongichytriidae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Bigyra;Sagenista;;;;Labyrinthulea;;;;Thraustochytriida;Oblongichytriidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Anderson & Cavalier-Smith, 2013
Thraustochytriida-Sorodiplophryidae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Bigyra;Sagenista;;;;Labyrinthulea;;;;Thraustochytriida;Sorodiplophryidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Anderson & Cavalier-Smith, 2013
Thraustochytriida-Thraustochytriidae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Bigyra;Sagenista;;;;Labyrinthulea;;;;Thraustochytriida;Thraustochytriidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Anderson & Cavalier-Smith, 2013
Achnanthales-Achnanthaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Achnanthales;Achnanthaceae;0;0;1;0;47;0;0;0;59;0;59;0;20;Guiry, 2013c
Achnanthales-Achnanthidiaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Achnanthales;Achnanthidiaceae;0;0;0;0;30;0;0;0;0;0;54;0;9;Guiry, 2013c
Achnanthales-Cocconeidaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Achnanthales;Cocconeidaceae;0;0;1;0;32;0;0;0;59;0;55;0;19;Guiry, 2013c
Bacillariales-Bacillariaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Bacillariales;Bacillariaceae;0;0;5;0;43802;0;0;0;81;0;96;0;30;Guiry, 2013c
Cymbellales-Anomoeoneidaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Cymbellales;Anomoeoneidaceae;0;0;0;0;16;0;0;0;0;0;47;0;8;Guiry, 2013c
Cymbellales-Cymbellaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Cymbellales;Cymbellaceae;0;0;2;0;235;0;0;0;71;0;75;0;25;Guiry, 2013c
Cymbellales-Gomphonemataceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Cymbellales;Gomphonemataceae;0;0;2;0;431;0;0;0;71;0;80;0;25;Guiry, 2013c
Cymbellales-Rhoicospheniaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Cymbellales;Rhoicospheniaceae;0;0;1;0;0;0;0;0;59;0;0;0;10;Guiry, 2013c
Dictyoneidales-Dictyoneidaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Dictyoneidales;Dictyoneidaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
Eunotiales-Eunotiaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Eunotiales;Eunotiaceae;0;0;0;0;78;0;0;0;0;0;64;0;11;Guiry, 2013c
Eunotiales-Peroniaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Eunotiales;Peroniaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
Lyrellales-Lyrellaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Lyrellales;Lyrellaceae;0;0;0;0;6;0;0;0;0;0;38;0;7;Guiry, 2013c
Mastogloiales-Mastogloiaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Mastogloiales;Mastogloiaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
Naviculales-Amphipleuraceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Amphipleuraceae;0;0;2;0;130;0;0;0;71;0;69;0;24;Guiry, 2013c
Naviculales-Berkeleyaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Berkeleyaceae;0;0;0;0;265;0;0;0;0;0;76;0;13;Guiry, 2013c
Naviculales-Brachysiraceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Brachysiraceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
Naviculales-Cavinulaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Cavinulaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
Naviculales-Cosmioneidaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Cosmioneidaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
Naviculales-Diadesmidaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Diadesmidaceae;0;0;0;0;37;0;0;0;0;0;57;0;10;Guiry, 2013c
Naviculales-Diploneidaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Diploneidaceae;0;0;0;0;4;0;0;0;0;0;34;0;6;Guiry, 2013c
Naviculales-Naviculaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Naviculaceae;0;0;4;0;676;0;0;0;79;0;83;0;27;Guiry, 2013c
Naviculales-Neidiaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Neidiaceae;0;0;0;0;16;0;0;0;0;0;47;0;8;Guiry, 2013c
Naviculales-Phaeodactylaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Phaeodactylaceae;0;0;0;0;11070;0;0;0;0;0;93;0;16;Guiry, 2013c
Naviculales-Pinnulariaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Pinnulariaceae;0;0;0;0;244;0;0;0;0;0;75;0;13;Guiry, 2013c
Naviculales-Plagiotropidaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Plagiotropidaceae;0;0;0;0;1;0;0;0;0;0;27;0;5;Guiry, 2013c
Naviculales-Pleurosigmataceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Pleurosigmataceae;0;0;0;0;23;0;0;0;0;0;51;0;9;Guiry, 2013c
Naviculales-Proschkiniaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Proschkiniaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
Naviculales-Scolioneidaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Scolioneidaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
Naviculales-Scoliotropidaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Scoliotropidaceae;0;0;0;0;7;0;0;0;0;0;39;0;7;Guiry, 2013c
Naviculales-Sellaphoraceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Sellaphoraceae;0;0;0;0;416;0;0;0;0;0;80;0;14;Guiry, 2013c
Naviculales-Stauroneidaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Naviculales;Stauroneidaceae;0;0;0;0;79;0;0;0;0;0;65;0;11;Guiry, 2013c
Rhopalodiales-Rhopalodiaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Rhopalodiales;Rhopalodiaceae;0;0;0;0;30;0;0;0;0;0;54;0;9;Guiry, 2013c
Surirellales-Auriculaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Surirellales;Auriculaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
Surirellales-Entomoneidaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Surirellales;Entomoneidaceae;0;0;0;0;31;0;0;0;0;0;55;0;10;Guiry, 2013c
Surirellales-Surirellaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Surirellales;Surirellaceae;0;0;1;0;247;0;0;0;59;0;75;0;23;Guiry, 2013c
Thalassiophysales-Catenulaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Thalassiophysales;Catenulaceae;0;0;0;0;241;0;0;0;0;0;75;0;13;Guiry, 2013c
Thalassiophysales-Thalassiophysaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Bacillariophycidae;;;Thalassiophysales;Thalassiophysaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
-Acanthocerataceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;;Acanthocerataceae;0;0;0;0;3;0;0;0;0;0;32;0;6;Guiry, 2013c
-Attheyaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;;Attheyaceae;0;0;0;0;85;0;0;0;0;0;65;0;11;Guiry, 2013c
-Chaetocerotaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;;Chaetocerotaceae;0;0;2;0;784;0;0;0;71;0;84;0;26;Guiry, 2013c
-Chrysanthemodiscaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;;Chrysanthemodiscaceae;0;0;0;0;3;0;0;0;0;0;32;0;6;Guiry, 2013c
-Desmomastigaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;;Desmomastigaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
-Protaspidaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;;Protaspidaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
-Spiromonadaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;;Spiromonadaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
Anaulales-Anaulaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Anaulales;Anaulaceae;0;0;0;0;7;0;0;0;0;0;39;0;7;Guiry, 2013c
Arachnoidiscales-Arachnoidiscaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Arachnoidiscales;Arachnoidiscaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
Asterolamprales-Asterolampraceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Asterolamprales;Asterolampraceae;0;0;0;0;3;0;0;0;0;0;32;0;6;Guiry, 2013c
Aulacoseirales-Aulacoseiraceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Aulacoseirales;Aulacoseiraceae;0;0;1;0;69;0;0;0;59;0;63;0;21;Guiry, 2013c
Biddulphiales-Biddulphiaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Biddulphiales;Biddulphiaceae;0;0;4;0;273;0;0;0;79;0;76;0;26;Guiry, 2013c
Corethrales-Corethraceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Corethrales;Corethraceae;0;0;0;0;22;0;0;0;0;0;51;0;9;Guiry, 2013c
Coscinodiscales-Aulacodiscaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Coscinodiscales;Aulacodiscaceae;0;0;0;0;9;0;0;0;0;0;42;0;7;Guiry, 2013c
Coscinodiscales-Coscinodiscaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Coscinodiscales;Coscinodiscaceae;0;0;2;0;103;0;0;0;71;0;67;0;23;Guiry, 2013c
Coscinodiscales-Gossleriellaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Coscinodiscales;Gossleriellaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
Coscinodiscales-Heliopeltaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Coscinodiscales;Heliopeltaceae;0;0;0;0;17;0;0;0;0;0;48;0;8;Guiry, 2013c
Coscinodiscales-Hemidiscaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Coscinodiscales;Hemidiscaceae;0;0;1;0;21;0;0;0;59;0;50;0;19;Guiry, 2013c
Coscinodiscales-Hemipeltaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Coscinodiscales;Hemipeltaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
Coscinodiscales-Rocellaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Coscinodiscales;Rocellaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
Cymatosirales-Cymatosiraceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Cymatosirales;Cymatosiraceae;9;30;0;3705;174;0;56;82;0;81;72;0;49;Guiry, 2013c
Cymatosirales-Rutilariaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Cymatosirales;Rutilariaceae;23;0;0;115;0;0;64;0;0;55;0;0;20;Guiry, 2013c
Ethmodiscales-Ethmodiscaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Ethmodiscales;Ethmodiscaceae;1;0;0;602;0;0;42;0;0;68;0;0;19;Guiry, 2013c
Hemiaulales-Bellerocheaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Hemiaulales;Bellerocheaceae;0;0;0;2774;18;0;0;0;0;79;49;0;22;Guiry, 2013c
Hemiaulales-Hemiaulaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Hemiaulales;Hemiaulaceae;13;2;0;31741;16928;0;59;64;0;93;94;0;52;Guiry, 2013c
Hemiaulales-Streptothecaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Hemiaulales;Streptothecaceae;1;5;0;256;0;0;42;71;0;60;0;0;29;Guiry, 2013c
Leptocylindrales-Leptocylindraceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Leptocylindrales;Leptocylindraceae;10;0;0;38104;15784;0;56;0;0;94;94;0;41;Guiry, 2013c
Lithodesmiales-Lithodesmiaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Lithodesmiales;Lithodesmiaceae;7;35;1;14456;239;0;53;83;59;89;75;0;60;Guiry, 2013c
Melosirales-Endictyaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Melosirales;Endictyaceae;0;0;0;100;3;0;0;0;0;54;32;0;15;Guiry, 2013c
Melosirales-Hyalodiscaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Melosirales;Hyalodiscaceae;1;7;0;1069;24;0;42;74;0;72;52;0;40;Guiry, 2013c
Melosirales-Melosiraceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Melosirales;Melosiraceae;100;8;2;22953;56;2;79;75;71;92;61;95;79;Guiry, 2013c
Melosirales-Stephanopyxidaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Melosirales;Stephanopyxidaceae;1;2;0;5184;17;0;42;64;0;83;48;0;40;Guiry, 2013c
Orthoseirales-Orthoseiraceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Orthoseirales;Orthoseiraceae;1;0;0;34;0;0;42;0;0;48;0;0;15;Guiry, 2013c
Paraliales-Paraliaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Paraliales;Paraliaceae;3;10;0;31282;36;0;47;76;0;93;56;0;46;Guiry, 2013c
Rhizosoleniales-Pyxillaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Rhizosoleniales;Pyxillaceae;2;0;0;221;0;0;46;0;0;59;0;0;18;Guiry, 2013c
Rhizosoleniales-Rhizosoleniaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Rhizosoleniales;Rhizosoleniaceae;44;10;0;245982;158;0;71;76;0;98;71;0;53;Guiry, 2013c
Stictocyclales-Stictocyclaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Stictocyclales;Stictocyclaceae;0;0;0;6;3;0;0;0;0;40;32;0;12;Guiry, 2013c
Stictodiscales-Benetoraceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Stictodiscales;Benetoraceae;0;0;0;0;0;0;0;0;0;0;0;0;0;Guiry, 2013c
Stictodiscales-Stictodiscaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Stictodiscales;Stictodiscaceae;6;0;0;427;0;0;52;0;0;65;0;0;20;Guiry, 2013c
Thalassiosirales-Lauderiaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Thalassiosirales;Lauderiaceae;2;10;0;6994;23;0;46;76;0;85;51;0;43;Guiry, 2013c
Thalassiosirales-Skeletonemaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Thalassiosirales;Skeletonemaceae;2;0;0;38823;0;5;46;0;0;94;0;97;40;Guiry, 2013c
Thalassiosirales-Stephanodiscaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Thalassiosirales;Stephanodiscaceae;9;44;1;60885;555;3;56;85;59;96;82;96;79;Guiry, 2013c
Thalassiosirales-Thalassiosiraceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Thalassiosirales;Thalassiosiraceae;25;476;1;453;45158;0;65;97;59;65;96;0;64;Guiry, 2013c
Thalassiosirales-Thalassiosiropsidaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Thalassiosirales;Thalassiosiropsidaceae;1;0;0;0;0;0;42;0;0;0;0;0;7;Guiry, 2013c
Triceratiales-Plagiogrammaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Triceratiales;Plagiogrammaceae;13;6;0;1801;66;0;59;73;0;75;63;0;45;Guiry, 2013c
Triceratiales-Triceratiaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Coscinodiscophycidae;;;Triceratiales;Triceratiaceae;5;0;1;34653;74;0;51;0;59;94;64;0;45;Guiry, 2013c
Ardissoneales-Ardissoneaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Fragilariophycidae;;;Ardissoneales;Ardissoneaceae;0;0;0;86;0;0;0;0;0;53;0;0;9;Guiry, 2013c
Climacospheniales-Climacospheniaceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Fragilariophycidae;;;Climacospheniales;Climacospheniaceae;0;0;0;2;4;0;0;0;0;37;34;0;12;Guiry, 2013c
Cyclophorales-Cyclophoraceae;Eukaryota;Chromista;Chromobiota;Harosa;Heterokonta;Ochrophyta;Khakista;;;;Bacillariophyceae;Fragilariophycidae;;;Cyclophorales;Cyclophoraceae;0;0;0;15;29;0;0;0;0;44;54;0;17;Guiry, 2013c
