ID;Superkingdom;Kingdom;Subkingdom;Infrakingdom;Superphylum;Phylum;Subphylum;Infraphylum;Parvphylum;Superclass;Class;Subclass;Infraclass;Superorder;Order;Family;BHL;BOLD;EOL;GBIF;NCBI;GGBN;BHL_Percentile;BOLD_Percentile;EOL_Percentile;GBIF_Percentile;NCBI_Percentile;GGBN_Percentile;GGI score;Reference
Lepadiformes-Malacolepadidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Lepadiformes;Malacolepadidae;0;0;8;0;0;0;0;0;86;0;0;0;15;Ahyong et al., 2011
Lepadiformes-Microlepadidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Lepadiformes;Microlepadidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Lepadiformes-Oxynaspididae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Lepadiformes;Oxynaspididae;0;0;0;0;19;0;0;0;0;0;49;0;9;Ahyong et al., 2011
Lepadiformes-Poecilasmatidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Lepadiformes;Poecilasmatidae;0;0;0;0;32;0;0;0;0;0;55;0;10;Ahyong et al., 2011
Lepadiformes-Rhizolepadidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Lepadiformes;Rhizolepadidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Scalpelliformes-Calanticidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Scalpelliformes;Calanticidae;0;0;0;0;15;0;0;0;0;0;47;0;8;Ahyong et al., 2011
Scalpelliformes-Eolepadidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Scalpelliformes;Eolepadidae;0;0;2;0;98;0;0;0;71;0;67;0;23;Ahyong et al., 2011
Scalpelliformes-Lithotryidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Scalpelliformes;Lithotryidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Scalpelliformes-Pollicipedidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Scalpelliformes;Pollicipedidae;0;0;3;0;1550;0;0;0;76;0;88;0;28;Ahyong et al., 2011
Scalpelliformes-Scalpellidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Scalpelliformes;Scalpellidae;0;0;5;0;136;0;0;0;81;0;70;0;26;Ahyong et al., 2011
Sessilia-Archaeobalanidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Sessilia;Archaeobalanidae;0;0;5;0;97;0;0;0;81;0;67;0;25;Ahyong et al., 2011
Sessilia-Austrobalanidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Sessilia;Austrobalanidae;0;0;1;0;20;0;0;0;59;0;50;0;18;Ahyong et al., 2011
Sessilia-Balanidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Sessilia;Balanidae;0;0;16;0;4582;0;0;0;91;0;92;0;31;Ahyong et al., 2011
Sessilia-Bathylasmatidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Sessilia;Bathylasmatidae;0;0;1;0;20;0;0;0;59;0;50;0;18;Ahyong et al., 2011
Sessilia-Catophragmidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Sessilia;Catophragmidae;0;0;0;0;132;0;0;0;0;0;69;0;12;Ahyong et al., 2011
Sessilia-Chelonibiidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Sessilia;Chelonibiidae;0;0;0;0;7;0;0;0;0;0;39;0;7;Ahyong et al., 2011
Sessilia-Chionelasmatidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Sessilia;Chionelasmatidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Sessilia-Chthamalidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Sessilia;Chthamalidae;0;0;4;0;5036;0;0;0;79;0;92;0;29;Ahyong et al., 2011
Sessilia-Coronulidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Sessilia;Coronulidae;0;0;1;0;621;0;0;0;59;0;83;0;24;Ahyong et al., 2011
Sessilia-Neobrachylepadidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Sessilia;Neobrachylepadidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Sessilia-Neoverrucidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Sessilia;Neoverrucidae;0;0;0;0;46;0;0;0;0;0;59;0;10;Ahyong et al., 2011
Sessilia-Pachylasmatidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Sessilia;Pachylasmatidae;0;0;1;0;92;0;0;0;59;0;66;0;21;Ahyong et al., 2011
Sessilia-Platylepadidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Sessilia;Platylepadidae;0;0;0;0;145;0;0;0;0;0;70;0;12;Ahyong et al., 2011
Sessilia-Pyrgomatidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Sessilia;Pyrgomatidae;0;0;0;0;1559;0;0;0;0;0;88;0;15;Ahyong et al., 2011
Sessilia-Tetraclitidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Sessilia;Tetraclitidae;0;0;1;0;2654;0;0;0;59;0;90;0;25;Ahyong et al., 2011
Sessilia-Verrucidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Maxillopoda;Thecostraca;Cirripedia;Thoracica;Sessilia;Verrucidae;0;0;0;0;36;0;0;0;0;0;56;0;10;Ahyong et al., 2011
Halocyprida-Polycopidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Myodocopa;;;Halocyprida;Polycopidae;0;0;1;0;17;0;0;0;59;0;48;0;18;Ahyong et al., 2011
Halocyprida-Halocyprididae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Myodocopa;;;Halocyprida;Halocyprididae;0;0;7;0;58;0;0;0;85;0;61;0;25;Ahyong et al., 2011
Halocyprida-Thaumatocyprididae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Myodocopa;;;Halocyprida;Thaumatocyprididae;0;0;3;0;0;0;0;0;76;0;0;0;13;Ahyong et al., 2011
Myodocopida-Cypridinidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Myodocopa;;;Myodocopida;Cypridinidae;0;0;36;0;65419;0;0;0;95;0;96;0;32;Ahyong et al., 2011
Myodocopida-Cylindroleberididae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Myodocopa;;;Myodocopida;Cylindroleberididae;0;0;29;0;101;0;0;0;94;0;67;0;27;Ahyong et al., 2011
Myodocopida-Philomedidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Myodocopa;;;Myodocopida;Philomedidae;0;0;25;0;47;0;0;0;93;0;59;0;26;Ahyong et al., 2011
Myodocopida-Rutidermatidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Myodocopa;;;Myodocopida;Rutidermatidae;0;0;6;0;5;0;0;0;83;0;36;0;20;Ahyong et al., 2011
Myodocopida-Sarsiellidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Myodocopa;;;Myodocopida;Sarsiellidae;0;0;20;0;6;0;0;0;92;0;38;0;22;Ahyong et al., 2011
Paleocopida-Punciidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Paleocopida;Punciidae;0;0;0;0;3;0;0;0;0;0;32;0;6;Ahyong et al., 2011
Platycopida-Cytherellidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Platycopida;Cytherellidae;0;0;1;0;5;0;0;0;59;0;36;0;16;Ahyong et al., 2011
Podocopida-Australocytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Australocytheridae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Podocopida-Bairdiidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Bairdiidae;0;0;2;0;6;0;0;0;71;0;38;0;18;Ahyong et al., 2011
Podocopida-Bonaducecytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Bonaducecytheridae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Podocopida-Bythocyprididae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Bythocyprididae;0;0;2;0;0;0;0;0;71;0;0;0;12;Ahyong et al., 2011
Podocopida-Bythocytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Bythocytheridae;0;0;0;0;2;0;0;0;0;0;30;0;5;Ahyong et al., 2011
Podocopida-Candonidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Candonidae;0;0;0;0;24;0;0;0;0;0;52;0;9;Ahyong et al., 2011
Podocopida-Cobanocytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Cobanocytheridae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Podocopida-Cuneocytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Cuneocytheridae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Podocopida-Cushmanideidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Cushmanideidae;0;0;0;0;2;0;0;0;0;0;30;0;5;Ahyong et al., 2011
Podocopida-Cyprididae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Cyprididae;0;0;1;0;1410;0;0;0;59;0;87;0;25;Ahyong et al., 2011
Podocopida-Cytheralisonidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Cytheralisonidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Podocopida-Cytherettidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Cytherettidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Podocopida-Cytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Cytheridae;0;0;0;0;1;0;0;0;0;0;27;0;5;Ahyong et al., 2011
Podocopida-Cytherideidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Cytherideidae;0;0;0;0;187;0;0;0;0;0;73;0;13;Ahyong et al., 2011
Podocopida-Cytheromatidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Cytheromatidae;0;0;0;0;1;0;0;0;0;0;27;0;5;Ahyong et al., 2011
Podocopida-Cytheruridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Cytheruridae;0;0;1;0;4;0;0;0;59;0;34;0;16;Ahyong et al., 2011
Podocopida-Darwinulidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Darwinulidae;0;0;0;0;329;0;0;0;0;0;78;0;13;Ahyong et al., 2011
Podocopida-Entocytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Entocytheridae;0;0;1;0;1;0;0;0;59;0;27;0;15;Ahyong et al., 2011
Podocopida-Eucytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Eucytheridae;0;0;0;0;2;0;0;0;0;0;30;0;5;Ahyong et al., 2011
Podocopida-Hemicytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Hemicytheridae;0;0;6;0;5;0;0;0;83;0;36;0;20;Ahyong et al., 2011
Podocopida-Ilyocyprididae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Ilyocyprididae;0;0;0;0;8;0;0;0;0;0;40;0;7;Ahyong et al., 2011
Podocopida-Kliellidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Kliellidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Podocopida-Krithidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Krithidae;0;0;0;0;1;0;0;0;0;0;27;0;5;Ahyong et al., 2011
Podocopida-Leptocytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Leptocytheridae;0;0;0;0;30;0;0;0;0;0;54;0;9;Ahyong et al., 2011
Podocopida-Limnocytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Limnocytheridae;0;0;0;0;6;0;0;0;0;0;38;0;7;Ahyong et al., 2011
Podocopida-Loxoconchidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Loxoconchidae;0;0;0;0;13;0;0;0;0;0;45;0;8;Ahyong et al., 2011
Podocopida-Macrocyprididae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Macrocyprididae;0;0;2;0;280;0;0;0;71;0;77;0;25;Ahyong et al., 2011
Podocopida-Microcytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Microcytheridae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Podocopida-Neocytherideidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Neocytherideidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Podocopida-Notodromadidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Notodromadidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Podocopida-Paradoxostomatidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Paradoxostomatidae;0;0;0;0;2;0;0;0;0;0;30;0;5;Ahyong et al., 2011
Podocopida-Parvocytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Parvocytheridae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Podocopida-Pectocytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Pectocytheridae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Podocopida-Pontocyprididae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Pontocyprididae;0;0;2;0;3;0;0;0;71;0;32;0;17;Ahyong et al., 2011
Podocopida-Psammocytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Psammocytheridae;0;0;0;0;1;0;0;0;0;0;27;0;5;Ahyong et al., 2011
Podocopida-Saididae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Saididae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Podocopida-Saipanettidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Saipanettidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Podocopida-Schizocytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Schizocytheridae;0;0;0;0;5;0;0;0;0;0;36;0;6;Ahyong et al., 2011
Podocopida-Sigilliidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Sigilliidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Ahyong et al., 2011
Podocopida-Terrestricytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Terrestricytheridae;0;0;0;0;2;0;0;0;0;0;30;0;5;Ahyong et al., 2011
Podocopida-Thaerocytheridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Thaerocytheridae;0;0;0;0;2;0;0;0;0;0;30;0;5;Ahyong et al., 2011
Podocopida-Trachyleberididae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Trachyleberididae;0;0;1;0;7;0;0;0;59;0;39;0;17;Ahyong et al., 2011
Podocopida-Xestoleberididae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Ostracoda;Podocopa;;;Podocopida;Xestoleberididae;0;0;0;0;4;0;0;0;0;0;34;0;6;Ahyong et al., 2011
Nectiopoda-Godzilliidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Remipedia;;;;Nectiopoda;Godzilliidae;0;0;0;0;27;0;0;0;0;0;53;0;9;Ahyong et al., 2011
Nectiopoda-Micropacteridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Remipedia;;;;Nectiopoda;Micropacteridae;0;0;0;0;2;0;0;0;0;0;30;0;5;Ahyong et al., 2011
Nectiopoda-Speleonectidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;;;;Remipedia;;;;Nectiopoda;Speleonectidae;0;0;0;0;108710;0;0;0;0;0;98;0;17;Ahyong et al., 2011
Entomobryomorpha-Actaletidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Entomobryomorpha;Actaletidae;0;0;0;0;1;0;0;0;0;0;27;0;5;Janssens & Christiansen, 2011
Entomobryomorpha-Coenaletidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Entomobryomorpha;Coenaletidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Janssens & Christiansen, 2011
Entomobryomorpha-Entomobryidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Entomobryomorpha;Entomobryidae;0;0;1;0;34127;0;0;0;59;0;95;0;26;Janssens & Christiansen, 2011
Entomobryomorpha-Isotomidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Entomobryomorpha;Isotomidae;0;0;0;0;134592;0;0;0;0;0;98;0;17;Janssens & Christiansen, 2011
Entomobryomorpha-Microfalculidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Entomobryomorpha;Microfalculidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Janssens & Christiansen, 2011
Entomobryomorpha-Oncopoduridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Entomobryomorpha;Oncopoduridae;0;0;0;0;11;0;0;0;0;0;43;0;8;Janssens & Christiansen, 2011
Entomobryomorpha-Paronellidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Entomobryomorpha;Paronellidae;0;0;0;0;20;0;0;0;0;0;50;0;9;Janssens & Christiansen, 2011
Entomobryomorpha-Tomoceridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Entomobryomorpha;Tomoceridae;0;0;0;0;102514;0;0;0;0;0;98;0;17;Janssens & Christiansen, 2011
Neelipleona-Neelidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Neelipleona;Neelidae;0;0;0;0;139;0;0;0;0;0;70;0;12;Janssens & Christiansen, 2011
Poduromorpha-Brachystomellidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Poduromorpha;Brachystomellidae;0;0;0;0;4;0;0;0;0;0;34;0;6;Janssens & Christiansen, 2011
Poduromorpha-Gulgastruridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Poduromorpha;Gulgastruridae;0;0;0;0;0;0;0;0;0;0;0;0;0;Janssens & Christiansen, 2011
Poduromorpha-Hypogastruridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Poduromorpha;Hypogastruridae;0;0;0;0;990;0;0;0;0;0;85;0;15;Janssens & Christiansen, 2011
Poduromorpha-Isotogastruridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Poduromorpha;Isotogastruridae;0;0;0;0;0;0;0;0;0;0;0;0;0;Janssens & Christiansen, 2011
Poduromorpha-Neanuridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Poduromorpha;Neanuridae;0;0;1;0;56113;0;0;0;59;0;96;0;26;Janssens & Christiansen, 2011
Poduromorpha-Odontellidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Poduromorpha;Odontellidae;0;0;0;0;32;0;0;0;0;0;55;0;10;Janssens & Christiansen, 2011
Poduromorpha-Onychiuridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Poduromorpha;Onychiuridae;0;0;0;0;158166;0;0;0;0;0;99;0;17;Janssens & Christiansen, 2011
Poduromorpha-Pachytullbergiidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Poduromorpha;Pachytullbergiidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Janssens & Christiansen, 2011
Poduromorpha-Paleotullbergiidae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Poduromorpha;Paleotullbergiidae;0;0;0;0;0;0;0;0;0;0;0;0;0;Janssens & Christiansen, 2011
Poduromorpha-Poduridae;Eukaryota;Animalia;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;;;;Collembola;;;;Poduromorpha;Poduridae;0;0;1;0;136;0;0;0;59;0;70;0;22;Janssens & Christiansen, 2011
